trade_id,signal_type,is_long,is_trend,signal_bar,signal_ts,entry_bar,entry_ts,entry_price,sl,tp,stop_dist,atr_at_entry,exit_bar,exit_ts,exit_price,exit_reason,trail_stage,bars_held,real_pl
110,Trend Long,True,True,3432,1725969600000,3433,1725971400000,57354.17,57207.231242516056,57941.925029935766,146.9387574839419,244.8979291399032,3433,1725971400000,57207.231242516056,SL,0,0,-175.61584248394203
111,Trend Long,True,True,3520,1726128000000,3521,1726129800000,58311.1,58149.834434862794,58956.162260548816,161.2655651372035,268.7759418953392,3521,1726129800000,58149.834434862794,SL,0,0,-190.42111513720425
112,Range Short,False,False,3583,1726241400000,3584,1726243200000,59666.01,59840.15385593658,59230.65036015855,174.14385593658065,348.2877118731613,3585,1726245000000,59624.94,SL,1,1,11.236994999999709
113,Trend Long,True,True,3594,1726261200000,3595,1726263000000,60190.24,59992.46300238916,60981.34799044334,197.7769976108364,329.628329351394,3596,1726264800000,60283.85,SL,1,1,63.51488000000059
114,Trend Short,False,True,3725,1726497000000,3726,1726498800000,57604.0,57777.39164839862,56910.433406405544,173.39164839861462,288.9860806643577,3726,1726498800000,57777.39164839862,SL,0,0,-202.19364839861768
115,Trend Short,False,True,3745,1726533000000,3746,1726534800000,57630.01,57806.563943025765,56923.79422789695,176.55394302576258,294.2565717096043,3746,1726534800000,57806.563943025765,SL,0,0,-205.36894802576316
116,Trend Long,True,True,3798,1726628400000,3799,1726630200000,60609.99,60412.89703066374,61398.36187734502,197.09296933625606,328.48828222709346,3800,1726632000000,60510.0,SL,0,1,-130.29499499999795
117,Trend Long,True,True,3828,1726682400000,3829,1726684200000,60520.0,60280.902729147514,61476.38908340994,239.09727085248457,398.4954514208076,3829,1726684200000,60280.902729147514,SL,0,0,-269.35727085248595
118,Trend Long,True,True,3860,1726740000000,3861,1726741800000,62644.0,62458.58672934709,63385.65308261166,185.41327065291418,309.022117754857,3861,1726741800000,62458.58672934709,SL,0,0,-216.73527065291262
119,Trend Long,True,True,3864,1726747200000,3865,1726749000000,62870.01,62673.93567661605,63654.30729353581,196.0743233839515,326.7905389732525,3866,1726750800000,62924.06,SL,2,1,22.614994999995634
120,Trend Long,True,True,3868,1726754400000,3869,1726756200000,63332.87,63115.84681767574,64200.96272929707,217.02318232426714,361.7053038737786,3869,1726756200000,63115.84681767574,SL,0,0,-248.6896173242648
121,Trend Long,True,True,3873,1726763400000,3874,1726765200000,63556.92,63329.60981894686,64466.16072421256,227.31018105313993,378.8503017552332,3874,1726765200000,63329.60981894686,SL,0,0,-259.08864105313705
122,Trend Long,True,True,3891,1726795800000,3892,1726797600000,63037.99,62854.679791663824,63771.23083334469,183.31020833617302,305.5170138936217,3892,1726797600000,62854.679791663824,SL,0,0,-214.82920333617366
123,Trend Long,True,True,4094,1727161200000,4095,1727163000000,63428.63,63292.66508337648,63972.48966649405,135.9649166235144,226.608194372524,4096,1727164800000,63559.93,SL,1,1,99.58568500000291
124,Trend Long,True,True,4200,1727352000000,4201,1727353800000,64522.55,64389.0014589277,65056.74416428923,133.5485410723075,222.58090178717916,4201,1727353800000,64389.0014589277,SL,0,0,-165.80981607230495
125,Trend Long,True,True,4204,1727359200000,4205,1727361000000,64695.76,64530.58173074849,65356.473077006056,165.1782692515143,275.2971154191905,4205,1727361000000,64530.58173074849,SL,0,0,-197.52614925151167
126,Trend Long,True,True,4231,1727407800000,4232,1727409600000,65366.01,65189.15286605228,66073.43853579089,176.85713394772108,294.76188991286847,4233,1727411400000,65322.01,SL,0,1,-76.68300500000001
